iter	MultiClass
614	0.1208423704
615	0.1206656083
616	0.1203906285
617	0.1203291041
618	0.1201492335
619	0.1200116379
620	0.1198378483
621	0.1196565821
622	0.1194553792
623	0.1192727551
624	0.1190409582
625	0.118788759
626	0.1187289822
627	0.1185372153
628	0.1183688724
629	0.1182052726
630	0.1179572583
631	0.117748596
632	0.1176110337
633	0.117388532
634	0.11717085
635	0.116983409
636	0.116738641
637	0.1166051977
638	0.1164773215
639	0.1162251154
640	0.1160171238
641	0.1158125802
642	0.1156607555
643	0.1155436038
644	0.1154080534
645	0.1151279945
646	0.1149371398
647	0.1147893222
648	0.1146380848
649	0.1145569175
650	0.1144292404
651	0.1142193924
652	0.1140154849
653	0.1139034523
654	0.1137534292
655	0.113669774
656	0.1135360938
657	0.1133393554
658	0.113155724
659	0.1128985947
660	0.1127579335
661	0.1125517839
662	0.1124488632
663	0.1122899695
664	0.1121097455
665	0.1119662
666	0.1118229157
667	0.1116421671
668	0.1114411085
669	0.1112527322
670	0.1110179778
671	0.1107023198
672	0.1104485378
673	0.1102075272
674	0.1099599694
675	0.1097987601
676	0.1095843322
677	0.1095019416
678	0.1093795645
679	0.1091804952
680	0.1090251497
681	0.1088332983
682	0.1087217002
683	0.1085282251
684	0.1082622057
685	0.1081066749
686	0.1080103291
687	0.1078222131
688	0.1076130358
689	0.1074575679
690	0.1072663722
691	0.1071492692
692	0.107099274
693	0.1069777252
694	0.1067763623
695	0.1066038787
696	0.1064013281
697	0.1062043077
698	0.1059609664
699	0.1058362689
700	0.105729934
701	0.1055048146
702	0.1052924056
703	0.1050973072
704	0.1050098834
705	0.1047362655
706	0.1046497155
707	0.1045250927
708	0.1043922819
709	0.1042753928
710	0.1041934942
711	0.1040481042
712	0.1039523791
713	0.1038429611
714	0.1037662471
715	0.1036748318
716	0.103533639
717	0.1033837435
718	0.1033047658
719	0.1031235508
720	0.1029005821
721	0.102768866
722	0.1026186801
723	0.1024940125
724	0.1023841584
725	0.1022276227
726	0.1021114542
727	0.1019212404
728	0.1017089388
729	0.1015344562
730	0.1014327647
731	0.1012942169
732	0.101048094
733	0.10094622
734	0.1006834735
735	0.100568758
736	0.1004516681
737	0.1004113358
738	0.10026955
739	0.1000724868
740	0.09993542694
741	0.09984809859
742	0.0996877279
743	0.09954978827
744	0.09939018342
745	0.09926281848
746	0.09906983288
747	0.09883342668
748	0.09863516384
749	0.09852412678
750	0.09842478151
751	0.09818612272
752	0.09805586665
753	0.09797982632
754	0.09783326136
755	0.09775793505
756	0.09755182437
757	0.09735264737
758	0.09722353492
759	0.09710151587
760	0.09687586531
761	0.09672397053
762	0.09654478355
763	0.09641533257
764	0.0963225518
765	0.09622614027
766	0.09607010034
767	0.09602078308
768	0.09591995193
769	0.09584192813
770	0.09571552395
771	0.09552411082
772	0.09532131865
773	0.09521849193
774	0.09503893564
775	0.09493548224
776	0.09485746878
777	0.09470460349
778	0.09456552691
779	0.09445160653
780	0.09436094407
781	0.09425834652
782	0.09411356885
783	0.09397462821
784	0.0937603226
785	0.09357456715
786	0.09338255625
787	0.09323563547
788	0.09312207696
789	0.09299401113
790	0.09280773951
791	0.09264421819
792	0.0924607029
793	0.09228862173
794	0.09215244153
795	0.09195563268
796	0.09182709285
797	0.09171332849
798	0.09161212799
799	0.09151241664
800	0.09142262057
801	0.09121750195
802	0.09109578684
803	0.09098292315
804	0.0909038873
805	0.09076767856
806	0.09064903842
807	0.09056395514
808	0.09044591365
809	0.0902809373
810	0.09009748257
811	0.08996425671
812	0.08981988368
813	0.08971880133
814	0.08966995727
815	0.08955070615
816	0.08936541833
817	0.0892523393
818	0.0891196465
819	0.08900879879
820	0.08891256567
821	0.08878472735
822	0.0886535837
823	0.08857396912
824	0.08851464881
825	0.08847591248
826	0.08837706566
827	0.08827950992
828	0.08817594155
829	0.08811433612
830	0.0879561611
831	0.08771289482
832	0.08761598778
833	0.087521251
834	0.08741080479
835	0.08728521727
836	0.08715388062
837	0.08704567593
838	0.0868661075
839	0.08678194017
840	0.08664405146
841	0.08652545023
842	0.08648503701
843	0.08635414179
844	0.08622083404
845	0.08605981834
846	0.0859739037
847	0.08591105369
848	0.08580183045
849	0.08570264634
850	0.08562465512
851	0.08547763541
852	0.08534363717
853	0.08520761368
854	0.08507246582
855	0.08501183507
856	0.08491253559
857	0.08482958901
858	0.08472911999
859	0.08466584133
860	0.08456432766
861	0.08450281042
862	0.08442885578
863	0.08422904497
864	0.08415909584
865	0.08402620401
866	0.08395026035
867	0.0838129513
868	0.08369217753
869	0.08359966743
870	0.08355197753
871	0.08347309998
872	0.08340870003
873	0.08329638455
874	0.08316908484
875	0.08304697131
876	0.08296811062
877	0.08282388173
878	0.08274937476
879	0.08264689893
880	0.08254387559
881	0.08247602899
882	0.08238921429
883	0.08233248412
884	0.08227114317
885	0.08216728888
886	0.08206717114
887	0.08186588546
888	0.08174143659
889	0.08164659197
890	0.08153019125
891	0.08144307031
892	0.08133841334
893	0.08123838392
894	0.08117603214
895	0.08109201992
896	0.081006309
897	0.08083080576
898	0.080629955
899	0.08046320813
900	0.08041489647
901	0.08035757052
902	0.08024187872
903	0.08011470777
904	0.07997406791
905	0.07993191344
906	0.07983728176
907	0.07976708585
908	0.07963533971
909	0.07953097438
910	0.07935230037
911	0.07926367754
912	0.07914005963
913	0.07900601971
914	0.07888151221
915	0.07880020053
916	0.07874935822
917	0.07866323299
918	0.07858844081
919	0.07852420376
920	0.07846281844
921	0.07838708743
922	0.07812370272
923	0.07803575225
924	0.07784077675
925	0.07773015107
926	0.07766372782
927	0.07757429231
928	0.07743901606
929	0.07733572294
930	0.07724804765
931	0.07714611541
932	0.07700233204
933	0.07688222
934	0.076802097
935	0.07675563486
936	0.07665436302
937	0.07653260814
938	0.07647245085
939	0.07633373769
940	0.07626006227
941	0.07617904039
942	0.0760899587
943	0.0760020228
944	0.07589012928
945	0.07577964079
946	0.07572246482
947	0.07568498014
948	0.07557717492
949	0.07548570017
950	0.07541705
951	0.07533456323
952	0.07528292807
953	0.07519957353
954	0.07511430018
955	0.07501333442
956	0.07492405044
957	0.07484511151
958	0.0747385414
959	0.0746389229
960	0.07456109732
961	0.0744694734
962	0.07436921873
963	0.07425984308
964	0.07419186294
965	0.07412340654
966	0.07409439911
967	0.07403434275
968	0.07395884233
969	0.07390951682
970	0.07383734035
971	0.07377145753
972	0.07369540751
973	0.07360025433
974	0.07346995028
975	0.07335847374
976	0.07328592661
977	0.07318295939
978	0.07306720943
979	0.07300109036
980	0.07289379809
981	0.07276556306
982	0.07270026205
983	0.07263720805
984	0.07255122122
985	0.07247032051
986	0.07237997008
987	0.0722680152
988	0.07218611551
989	0.07209788448
990	0.07206047567
991	0.07194364723
992	0.07188633025
993	0.07184591349
994	0.07178944288
995	0.07173775754
996	0.07163740547
997	0.07150400107
998	0.07140902498
999	0.07131009175
1000	0.07125314924
1001	0.07114589707
1002	0.07109242468
1003	0.07103171971
1004	0.07098292229
1005	0.07088293309
1006	0.07076990867
1007	0.07068885309
1008	0.07060566494
1009	0.07052692368
1010	0.07045450519
1011	0.07038594943
1012	0.07024974818
1013	0.07017362598
1014	0.07011770996
1015	0.07003039952
1016	0.06996751276
1017	0.06987191359
1018	0.06974253596
1019	0.06970871428
1020	0.06965465486
1021	0.06960400187
1022	0.06944956923
1023	0.06937562504
1024	0.06934172325
1025	0.06924445174
1026	0.0691606174
1027	0.06910373164
1028	0.06896891076
1029	0.06889929056
1030	0.0688212468
1031	0.06876466911
1032	0.06871877918
1033	0.06863720256
1034	0.06856666851
1035	0.06844650255
1036	0.06840621381
1037	0.06833514283
1038	0.06827068027
1039	0.06823636985
1040	0.06817912644
1041	0.06812584498
1042	0.06809426363
1043	0.06805061961
1044	0.06794465915
1045	0.06787932792
1046	0.06780073377
1047	0.06773652866
1048	0.06766709772
1049	0.06759426246
1050	0.06753082125
1051	0.06747200641
1052	0.06736168675
1053	0.06725894799
1054	0.06722248101
1055	0.0671865783
1056	0.06710519082
1057	0.06706180518
1058	0.06696966356
1059	0.06689829745
1060	0.06681539148
1061	0.06675167933
1062	0.06669270974
1063	0.06662336851
1064	0.06649955633
1065	0.06643812997
1066	0.06638154647
1067	0.06633159424
1068	0.06623687634
1069	0.06619114923
1070	0.06611184234
1071	0.0660372871
1072	0.0659336712
1073	0.06587627594
1074	0.06581452456
1075	0.06576469516
1076	0.06562864019
1077	0.06555676566
1078	0.06551894908
1079	0.06545694082
1080	0.06540503286
1081	0.06532719393
1082	0.065301372
1083	0.06524830777
1084	0.06519323544
1085	0.06513321484
1086	0.06507494977
1087	0.06496596965
1088	0.06488089939
1089	0.06476969229
1090	0.0646672073
1091	0.06458633622
1092	0.06451652599
1093	0.06439183962
1094	0.06434749319
1095	0.06429285697
1096	0.06424188907
1097	0.06417397331
1098	0.06410078382
1099	0.06403091556
1100	0.06394673919
1101	0.06387651538
1102	0.06381223779
1103	0.06376060877
1104	0.06362148622
1105	0.06353757421
1106	0.06348382334
1107	0.06342447828
1108	0.06336554837
1109	0.06325107412
1110	0.06317173059
1111	0.06309285669
1112	0.06300820874
1113	0.0629555178
1114	0.06289240241
1115	0.06286025749
1116	0.06277538732
1117	0.06271073696
1118	0.06262099326
1119	0.0625258873
1120	0.06244429163
1121	0.0623862732
1122	0.06231980021
1123	0.06227222799
1124	0.06223752662
1125	0.06218577877
1126	0.06212704586
1127	0.06209767032
1128	0.06200031825
1129	0.06196190049
1130	0.0619115134
1131	0.0618508599
1132	0.06179405583
1133	0.06174004246
1134	0.06170054296
1135	0.06164855379
1136	0.06158743586
1137	0.06153073344
1138	0.06148167674
1139	0.06138855001
1140	0.06133806888
1141	0.06128947029
1142	0.06123060943
1143	0.06119792559
1144	0.06115178164
1145	0.06111252014
1146	0.06105587078
1147	0.06101246792
1148	0.0609676838
1149	0.06091469862
1150	0.0608516101
1151	0.06075731398
1152	0.06066251608
1153	0.06057171555
1154	0.06053037421
1155	0.06043504037
1156	0.0603876458
1157	0.06026665365
1158	0.06023020498
1159	0.06018362131
1160	0.06007250248
1161	0.06000032779
1162	0.05996046578
1163	0.05987051707
